@relation tables

@attribute maxHorizontalSimilarity numeric
@attribute maxVerticalSimilarity numeric
@attribute avgHorizontalSimilarity numeric
@attribute avgVerticalSimilarity numeric
@attribute diffMaxSimilarity numeric
@attribute diffAvgSimilarity numeric
@attribute geniune {true,false}
@attribute orientation {horizontal,vertical,none}

@data
0.555556,0.690083,0.438942,0.439303,-0.134527,-0.000361,true,horizontal
0.555556,0.690083,0.421639,0.433506,-0.134527,-0.011867,true,horizontal
0.555556,0.690083,0.423491,0.438175,-0.134527,-0.014684,true,horizontal
0.555556,0.690083,0.414633,0.430552,-0.134527,-0.015919,true,horizontal
0.555556,0.690083,0.42564,0.434942,-0.134527,-0.009302,true,horizontal
0.555556,0.690083,0.415778,0.431099,-0.134527,-0.015321,true,horizontal
0.555556,0.82,0.444801,0.507412,-0.264444,-0.06261,true,horizontal
0.555556,0.834711,0.431183,0.509818,-0.279155,-0.078635,true,horizontal
0.555556,0.82,0.436758,0.514272,-0.264444,-0.077514,true,horizontal
0.555556,0.690083,0.423403,0.435722,-0.134527,-0.012319,true,horizontal
0.555556,0.834711,0.431964,0.50691,-0.279155,-0.074946,true,horizontal
0.555556,0.834711,0.419077,0.507494,-0.279155,-0.088416,true,horizontal
0.555556,0.82,0.437486,0.511173,-0.264444,-0.073687,true,horizontal
0.555556,0.690083,0.423923,0.430281,-0.134527,-0.006358,true,horizontal
0.555556,0.690083,0.421952,0.435582,-0.134527,-0.01363,true,horizontal
0.555556,0.690083,0.422326,0.431444,-0.134527,-0.009118,true,horizontal
0.555556,0.834711,0.4304,0.50661,-0.279155,-0.07621,true,horizontal
0.555556,0.82,0.431037,0.504554,-0.264444,-0.073517,true,horizontal
0.555556,0.690083,0.421636,0.428881,-0.134527,-0.007245,true,horizontal
0.555556,0.690083,0.423966,0.431363,-0.134527,-0.007397,true,horizontal
0.555556,0.834711,0.43277,0.510686,-0.279155,-0.077916,true,horizontal
0.555556,0.690083,0.422632,0.432257,-0.134527,-0.009625,true,horizontal
0.555556,0.690083,0.412066,0.431328,-0.134527,-0.019262,true,horizontal
0.555556,0.690083,0.422282,0.431855,-0.134527,-0.009573,true,horizontal
0.555556,0.82,0.451256,0.507734,-0.264444,-0.056478,true,horizontal
